1.43396e+19, 2.12700e-3
2.59794e+19, 3.84412e-3
4.46870e+19, 6.60019e-3
7.68657e+19, 1.13952e-2
1.27670e+20, 1.87682e-2
2.23805e+20, 3.14738e-2
3.56598e+20, 5.24889e-2
6.14723e+20, 9.06472e-2
1.01879e+21, 1.49205e-1
1.77478e+21, 2.50230e-1
3.65135e+21, 5.37195e-1
5.87323e+21, 8.52867e-1
9.67014e+21, 1.43459e+0
1.59216e+22, 2.46759e+0
2.62146e+22, 4.10432e+0
4.57271e+22, 6.86292e+0
7.64834e+22, 1.12578e+1
1.26591e+23, 1.79114e+1
2.13971e+23, 2.82440e+1
3.81156e+23, 3.94706e+1
6.78972e+23, 4.22497e+1
1.20948e+24, 3.51274e+1
2.15451e+24, 2.32093e+1
3.73851e+24, 1.39342e+1
6.15537e+24, 9.15362e+0
1.04589e+25, 5.36541e+0
1.85334e+25, 3.11694e+0
2.67622e+25, 2.46759e+0
4.52351e+25, 1.21394e+0
7.44784e+25, 8.50653e-1
1.19103e+26, 4.72883e-1
1.92586e+26, 3.17948e-1
2.93081e+26, 1.88757e-1
5.02585e+26, 1.11642e-1
8.11365e+26, 6.84921e-2
