1.30762e+19, 8.51946e+0
2.38033e+19, 8.49588e+0
4.34028e+19, 8.47706e+0
8.14818e+19, 8.47706e+0
1.52969e+20, 8.49824e+0
2.87176e+20, 8.47706e+0
5.27926e+20, 8.51946e+0
9.38228e+20, 8.54311e+0
1.66159e+21, 8.56683e+0
3.12848e+21, 8.92746e+0
5.72110e+21, 9.22751e+0
1.04318e+22, 9.95016e+0
2.02697e+22, 1.14643e+1
3.61073e+22, 1.40668e+1
6.28731e+22, 1.73705e+1
1.13976e+23, 2.36694e+1
2.03030e+23, 3.38113e+1
3.61666e+23, 4.47956e+1
6.44253e+23, 4.79063e+1
1.14764e+24, 4.04493e+1
2.04434e+24, 3.00044e+1
3.64167e+24, 2.08115e+1
6.31905e+24, 1.50652e+1
1.16165e+25, 1.14073e+1
2.01101e+25, 9.43966e+0
3.56148e+25, 8.28654e+0
6.72522e+25, 7.52033e+0
1.22627e+26, 7.13647e+0
2.29008e+26, 6.92599e+0
4.05806e+26, 6.73850e+0
7.30509e+26, 6.71240e+0
1.20277e+27, 6.67765e+0
