1.16852e+19, 4.20585e+1
2.19371e+19, 4.20585e+1
4.01166e+19, 4.19275e+1
7.53126e+19, 4.19275e+1
1.41388e+20, 4.17970e+1
2.65433e+20, 4.19275e+1
5.39127e+20, 4.20585e+1
1.03515e+21, 4.19089e+1
1.78948e+21, 4.19089e+1
3.18370e+21, 4.20585e+1
5.51058e+21, 4.22087e+1
9.52620e+21, 4.25106e+1
1.64680e+22, 4.38963e+1
2.98904e+22, 4.53649e+1
5.91385e+22, 4.94631e+1
1.08147e+23, 5.53400e+1
1.97771e+23, 6.38764e+1
4.01697e+23, 7.40147e+1
7.15561e+23, 7.58271e+1
1.26678e+24, 6.51707e+1
2.27061e+24, 5.39764e+1
4.15231e+24, 4.53272e+1
7.59338e+24, 4.00114e+1
1.38861e+25, 3.67803e+1
2.60690e+25, 3.47726e+1
4.64379e+25, 3.44488e+1
8.71799e+25, 3.35999e+1
1.63667e+26, 3.29771e+1
3.07258e+26, 3.28744e+1
5.61887e+26, 3.27720e+1
9.49735e+26, 3.27720e+1
