1.29785e+19, 4.23674e+0
2.31192e+19, 4.23674e+0
4.11834e+19, 4.23674e+0
7.33618e+19, 4.23674e+0
1.30683e+20, 4.23674e+0
2.32791e+20, 4.23674e+0
4.14682e+20, 4.23674e+0
7.38692e+20, 4.27535e+0
1.31587e+21, 4.43335e+0
2.34401e+21, 4.54534e+0
4.17549e+21, 4.81052e+0
7.43800e+21, 5.32742e+0
1.32497e+22, 6.18767e+0
2.36022e+22, 7.67542e+0
4.20437e+22, 1.03936e+1
7.48944e+22, 1.42887e+1
1.33413e+23, 2.11710e+1
2.37654e+23, 3.29459e+1
4.23344e+23, 4.29258e+1
7.54123e+23, 4.40103e+1
1.34335e+24, 3.49049e+1
2.39298e+24, 2.34694e+1
4.26272e+24, 1.59333e+1
7.59338e+24, 1.07981e+1
1.35264e+25, 7.50330e+0
2.40953e+25, 5.66385e+0
4.29220e+25, 4.56601e+0
7.64589e+25, 4.07649e+0
1.36200e+26, 3.74836e+0
2.42619e+26, 3.59784e+0
4.32188e+26, 3.51772e+0
7.69877e+26, 3.47017e+0
